collision_id,dates,times,borough,zip_code,latitude,longitude,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,vehicle_type_code_1,vehicle_type_code_2,street,bike_lane,day_of_week,month,temperature,visibility,humidity,wind_speed,weather_main
4550593,7/30/22,0:00:00,QUEENS,11377,40.750782,-73.90107,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,61 STREET,0,Saturday,July,82.69,10000,57,12.66,Clouds
4551315,7/30/22,6:00:00,MANHATTAN,10026,40.80202,-73.94969,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,WEST 116 STREET,0,Saturday,July,77.7,10000,72,8.05,Clouds
4550780,7/30/22,10:00:00,BROOKLYN,11221,40.6952,-73.92844,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BUSHWICK AVENUE,0,Saturday,July,74.95,10000,73,10.36,Clouds
4550780,7/30/22,10:00:00,BROOKLYN,11221,40.6952,-73.92844,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BUSHWICK AVENUE,0,Saturday,July,74.95,10000,73,10.36,Clouds
4550758,7/30/22,10:00:00,BRONX,10472,40.8324,-73.870384,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,E-Bike,EAST 172 STREET,0,Saturday,July,74.95,10000,73,10.36,Clouds
4550758,7/30/22,10:00:00,BRONX,10472,40.8324,-73.870384,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,E-Bike,EAST 172 STREET,0,Saturday,July,74.95,10000,73,10.36,Clouds
4551101,7/30/22,11:00:00,MANHATTAN,10023,40.774113,-73.98863,1,0,0,0,1,0,0,0,Turning Improperly,Unsafe Speed,station wagon/sport utility vehicle,E-Bike,WEST END AVENUE,1,Saturday,July,74.97,10000,69,11.5,Clear
4551101,7/30/22,11:00:00,MANHATTAN,10023,40.774113,-73.98863,1,0,0,0,1,0,0,0,Turning Improperly,Unsafe Speed,station wagon/sport utility vehicle,E-Bike,WEST END AVENUE,1,Saturday,July,74.97,10000,69,11.5,Clear
4551967,7/30/22,11:00:00,BROOKLYN,11234,40.583725,-73.89372,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,FLATBUSH AVENUE,1,Saturday,July,74.97,10000,69,11.5,Clear
4551967,7/30/22,11:00:00,BROOKLYN,11234,40.583725,-73.89372,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,FLATBUSH AVENUE,1,Saturday,July,74.97,10000,69,11.5,Clear
4551520,7/30/22,12:00:00,MANHATTAN,10003,40.734432,-73.989914,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,EAST 14 STREET,0,Saturday,July,76.82,10000,59,12.66,Clear
4552573,7/30/22,13:00:00,MANHATTAN,10025,40.80117,-73.961464,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,WEST 109 STREET,0,Saturday,July,77.23,10000,56,14.97,Clear
4552573,7/30/22,13:00:00,MANHATTAN,10025,40.80117,-73.961464,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,WEST 109 STREET,0,Saturday,July,77.23,10000,56,14.97,Clear
4552573,7/30/22,13:00:00,MANHATTAN,10025,40.80117,-73.961464,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,WEST 109 STREET,0,Saturday,July,77.23,10000,56,14.97,Clear
4551400,7/30/22,13:00:00,MANHATTAN,10035,40.801865,-73.94136,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,taxi,Bike,EAST 120 STREET,0,Saturday,July,77.23,10000,56,14.97,Clear
4551400,7/30/22,13:00:00,MANHATTAN,10035,40.801865,-73.94136,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,taxi,Bike,EAST 120 STREET,0,Saturday,July,77.23,10000,56,14.97,Clear
4551400,7/30/22,13:00:00,MANHATTAN,10035,40.801865,-73.94136,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,taxi,Bike,EAST 120 STREET,0,Saturday,July,77.23,10000,56,14.97,Clear
4551226,7/30/22,13:00:00,BROOKLYN,11223,40.593323,-73.964645,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,E-Bike,OCEAN PARKWAY,1,Saturday,July,77.23,10000,56,14.97,Clear
4551226,7/30/22,13:00:00,BROOKLYN,11223,40.593323,-73.964645,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,E-Bike,OCEAN PARKWAY,1,Saturday,July,77.23,10000,56,14.97,Clear
4551226,7/30/22,13:00:00,BROOKLYN,11223,40.593323,-73.964645,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,E-Bike,OCEAN PARKWAY,1,Saturday,July,77.23,10000,56,14.97,Clear
4552963,7/30/22,15:00:00,BROOKLYN,11234,40.63742,-73.92401,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,FOSTER AVENUE,1,Saturday,July,82.44,10000,44,18.99,Clear
4550831,7/30/22,17:00:00,STATEN ISLAND,10305,40.59034,-74.06663,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,CAPODANNO BOULEVARD,1,Saturday,July,86.09,10000,37,11.5,Clear
4552422,7/30/22,21:00:00,BROOKLYN,11225,40.662735,-73.95713,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,STERLING STREET,0,Saturday,July,87.66,10000,36,13.8,Smoke
4551886,7/30/22,22:00:00,BROOKLYN,11206,40.70938,-73.9371,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WATERBURY STREET,0,Saturday,July,87.08,10000,37,11.99,Clouds
4551458,7/31/22,6:00:00,BRONX,10453,40.861862,-73.91275,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,WEST FORDHAM ROAD,0,Sunday,July,77.45,10000,54,6.91,Clear
4551414,7/31/22,8:00:00,BROOKLYN,11230,40.63311,-73.97217,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,OCEAN PARKWAY,1,Sunday,July,74.34,10000,59,8.05,Clear
4552426,7/31/22,13:00:00,QUEENS,11377,40.746105,-73.89847,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,39 AVENUE,0,Sunday,July,77.79,10000,53,6.91,Clear
4554789,7/31/22,14:00:00,BROOKLYN,11220,40.645664,-74.00974,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,sedan,Bike,5 AVENUE,1,Sunday,July,80.6,10000,49,5.75,Clear
4552056,7/31/22,16:00:00,BROOKLYN,11236,40.627472,-73.90326,2,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,E-Scooter,PAERDEGAT 13 STREET,0,Sunday,July,83.68,10000,44,10.36,Clear
4551604,7/31/22,22:00:00,MANHATTAN,10033,40.84787,-73.93641,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,WADSWORTH AVENUE,0,Sunday,July,80.47,10000,62,13.8,Clear
4551407,8/1/22,0:00:00,BRONX,10459,40.826794,-73.89192,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 167 STREET,0,Monday,August,78.17,10000,77,11.5,Clouds
4551416,8/1/22,10:00:00,BROOKLYN,11232,40.652626,-74.00617,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,4 AVENUE,1,Monday,August,69.37,9656,92,11.5,Rain
4551573,8/1/22,16:00:00,QUEENS,11412,40.695934,-73.761604,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,sedan,Bike,FARMERS BOULEVARD,0,Monday,August,71.02,8047,89,6.91,Mist
4563311,8/1/22,17:00:00,BROOKLYN,11206,40.70028,-73.941154,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,BROADWAY,0,Monday,August,72.09,4023,88,3.44,Mist
4552332,8/1/22,20:00:00,MANHATTAN,10034,40.866062,-73.92251,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,e-bike,Station Wagon/Sport Utility Vehicle,VERMILYEA AVENUE,0,Monday,August,73.71,10000,83,5.75,Drizzle
4552729,8/2/22,8:00:00,BROOKLYN,11203,40.655155,-73.933685,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,LENOX ROAD,0,Tuesday,August,71.17,10000,86,8.05,Clear
4551819,8/2/22,12:00:00,BROOKLYN,11236,40.640873,-73.90669,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,REMSEN AVENUE,0,Tuesday,August,74.03,10000,87,10.36,Clouds
4552301,8/2/22,14:00:00,STATEN ISLAND,10303,40.62459,-74.14129,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,FOREST AVENUE,0,Tuesday,August,80.53,10000,71,11.5,Clear
4551827,8/2/22,15:00:00,QUEENS,11414,40.668056,-73.849724,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,151 AVENUE,0,Tuesday,August,84.04,10000,68,12.66,Clear
4553905,8/2/22,18:00:00,MANHATTAN,10010,40.74357,-73.992325,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,WEST 24 STREET,1,Tuesday,August,87.53,10000,57,12.66,Clouds
4551990,8/2/22,21:00:00,BRONX,10466,40.888454,-73.84197,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,convertible,Bike,BAYCHESTER AVENUE,0,Tuesday,August,91.76,10000,43,11.01,Clouds
4551872,8/2/22,22:00:00,BROOKLYN,11208,40.67059,-73.876114,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,MILFORD STREET,0,Tuesday,August,90.52,10000,46,14.97,Clear
4552556,8/3/22,2:00:00,QUEENS,11385,40.705223,-73.87857,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,station wagon/sport utility vehicle,Bike,CENTRAL AVENUE,0,Wednesday,August,85.14,10000,53,5.75,Clear
4552630,8/3/22,6:00:00,BROOKLYN,11223,40.607864,-73.981636,1,0,0,0,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,sedan,Bike,WEST 8 STREET,1,Wednesday,August,79.45,10000,67,10.36,Clouds
4551934,8/3/22,9:00:00,MANHATTAN,10023,40.776016,-73.98724,1,0,0,0,1,0,0,0,Tire Failure/Inadequate,Unspecified,chassis cab,Bike,WEST END AVENUE,1,Wednesday,August,75.27,10000,69,10.36,Clear
4551934,8/3/22,9:00:00,MANHATTAN,10023,40.776016,-73.98724,1,0,0,0,1,0,0,0,Tire Failure/Inadequate,Unspecified,chassis cab,Bike,WEST END AVENUE,1,Wednesday,August,75.27,10000,69,10.36,Clear
4555779,8/3/22,9:00:00,BRONX,10456,40.828278,-73.907036,1,0,0,0,1,0,0,0,Unspecified,Unspecified,ny city mt,Bike,3 AVENUE,0,Wednesday,August,75.27,10000,69,10.36,Clear
4555779,8/3/22,9:00:00,BRONX,10456,40.828278,-73.907036,1,0,0,0,1,0,0,0,Unspecified,Unspecified,ny city mt,Bike,3 AVENUE,0,Wednesday,August,75.27,10000,69,10.36,Clear
4553020,8/3/22,10:00:00,BROOKLYN,11216,40.69024,-73.9482,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,MARCY AVENUE,0,Wednesday,August,74.01,10000,71,10.36,Clear
4551973,8/3/22,12:00:00,MANHATTAN,10029,40.79496,-73.95064,1,0,0,0,1,0,0,0,Following Too Closely,Aggressive Driving/Road Rage,sedan,Bike,5 AVENUE,0,Wednesday,August,76.55,10000,66,8.05,Clear
4552160,8/3/22,13:00:00,STATEN ISLAND,10303,40.636536,-74.1624,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,ANDROS AVENUE,1,Wednesday,August,77.49,10000,63,8.99,Clear
4552160,8/3/22,13:00:00,STATEN ISLAND,10303,40.636536,-74.1624,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,ANDROS AVENUE,1,Wednesday,August,77.49,10000,63,8.99,Clear
4552004,8/3/22,13:00:00,BROOKLYN,11226,40.64333,-73.95973,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,taxi,Bike,CORTELYOU ROAD,1,Wednesday,August,77.49,10000,63,8.99,Clear
4552004,8/3/22,13:00:00,BROOKLYN,11226,40.64333,-73.95973,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,taxi,Bike,CORTELYOU ROAD,1,Wednesday,August,77.49,10000,63,8.99,Clear
4552112,8/3/22,14:00:00,BROOKLYN,11235,40.587418,-73.95936,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,AVENUE Z,0,Wednesday,August,79.61,10000,62,4.61,Clear
4555499,8/3/22,15:00:00,MANHATTAN,10027,40.80698,-73.95351,1,0,0,0,1,0,0,0,Passenger Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,taxi,Bike,8 AVENUE,0,Wednesday,August,84.27,10000,54,8.05,Clear
4555499,8/3/22,15:00:00,MANHATTAN,10027,40.80698,-73.95351,1,0,0,0,1,0,0,0,Passenger Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,taxi,Bike,8 AVENUE,0,Wednesday,August,84.27,10000,54,8.05,Clear
4554010,8/3/22,15:00:00,BROOKLYN,11205,40.693523,-73.9522,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,NOSTRAND AVENUE,0,Wednesday,August,84.27,10000,54,8.05,Clear
4554010,8/3/22,15:00:00,BROOKLYN,11205,40.693523,-73.9522,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,NOSTRAND AVENUE,0,Wednesday,August,84.27,10000,54,8.05,Clear
4552085,8/3/22,16:00:00,QUEENS,11101,40.745026,-73.950775,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,motorcycle,Bike,11 STREET,0,Wednesday,August,86.45,10000,48,9.22,Clear
4552120,8/3/22,22:00:00,MANHATTAN,10010,40.736885,-73.978546,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,dump,Bike,1 AVENUE,1,Wednesday,August,84.27,10000,53,13.8,Clear
4553908,8/3/22,23:00:00,MANHATTAN,10036,40.76099,-73.99077,1,0,0,0,1,0,0,0,View Obstructed/Limited,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,9 AVENUE,1,Wednesday,August,82.76,10000,58,13.8,Clear
4553908,8/3/22,23:00:00,MANHATTAN,10036,40.76099,-73.99077,1,0,0,0,1,0,0,0,View Obstructed/Limited,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,9 AVENUE,1,Wednesday,August,82.76,10000,58,13.8,Clear
4552808,8/3/22,23:00:00,QUEENS,11103,40.765102,-73.91291,1,0,0,0,1,0,0,0,Alcohol Involvement,Driver Inexperience,bike,Sedan,41 STREET,0,Wednesday,August,82.76,10000,58,13.8,Clear
4552808,8/3/22,23:00:00,QUEENS,11103,40.765102,-73.91291,1,0,0,0,1,0,0,0,Alcohol Involvement,Driver Inexperience,bike,Sedan,41 STREET,0,Wednesday,August,82.76,10000,58,13.8,Clear
4554709,8/4/22,2:00:00,QUEENS,11106,40.7608,-73.93915,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,36 AVENUE,0,Thursday,August,77.67,10000,79,11.5,Clear
4552782,8/4/22,7:00:00,MANHATTAN,10014,40.735306,-74.01011,2,0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,bike,Bike,WEST STREET,1,Thursday,August,77.59,10000,69,7,Clear
4552529,8/4/22,8:00:00,BROOKLYN,11208,40.663643,-73.87395,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,STANLEY AVENUE,0,Thursday,August,76.6,10000,70,10,Clouds
4552586,8/4/22,10:00:00,QUEENS,11373,40.730194,-73.887566,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,pk,Bike,74 STREET,0,Thursday,August,76.03,10000,74,6.91,Clouds
4553750,8/4/22,13:00:00,BROOKLYN,11238,40.686264,-73.9567,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,FRANKLIN AVENUE,0,Thursday,August,83.48,10000,64,10.36,Clear
4552577,8/4/22,14:00:00,MANHATTAN,10025,40.79525,-73.97321,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,WEST END AVENUE,0,Thursday,August,86.36,10000,60,10.36,Clear
4553728,8/4/22,16:00:00,BRONX,10460,40.836124,-73.88987,1,0,0,0,1,0,0,0,Unspecified,Unspecified,taxi,E-Bike,BOSTON ROAD,0,Thursday,August,90.86,10000,51,10.36,Clear
4553728,8/4/22,16:00:00,BRONX,10460,40.836124,-73.88987,1,0,0,0,1,0,0,0,Unspecified,Unspecified,taxi,E-Bike,BOSTON ROAD,0,Thursday,August,90.86,10000,51,10.36,Clear
4556592,8/4/22,16:00:00,BRONX,10472,40.8252,-73.867714,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,ROSEDALE AVENUE,0,Thursday,August,90.86,10000,51,10.36,Clear
4556592,8/4/22,16:00:00,BRONX,10472,40.8252,-73.867714,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,ROSEDALE AVENUE,0,Thursday,August,90.86,10000,51,10.36,Clear
4562534,8/4/22,17:00:00,BROOKLYN,11225,40.669636,-73.96195,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,PRESIDENT STREET,0,Thursday,August,93.38,10000,49,10.36,Clear
4553837,8/4/22,18:00:00,BROOKLYN,11236,40.65133,-73.90607,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,ROCKAWAY AVENUE,0,Thursday,August,91.65,10000,49,16.11,Clouds
4553837,8/4/22,18:00:00,BROOKLYN,11236,40.65133,-73.90607,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,ROCKAWAY AVENUE,0,Thursday,August,91.65,10000,49,16.11,Clouds
4552330,8/4/22,18:00:00,MANHATTAN,10019,40.762966,-73.9819,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,E-Bike,WEST 53 STREET,1,Thursday,August,91.65,10000,49,16.11,Clouds
4552330,8/4/22,18:00:00,MANHATTAN,10019,40.762966,-73.9819,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,E-Bike,WEST 53 STREET,1,Thursday,August,91.65,10000,49,16.11,Clouds
4552326,8/4/22,19:00:00,MANHATTAN,10019,40.762062,-73.983635,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,sedan,Bike,WEST 51 STREET,1,Thursday,August,92.34,10000,48,17.27,Clear
4552326,8/4/22,19:00:00,MANHATTAN,10019,40.762062,-73.983635,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,sedan,Bike,WEST 51 STREET,1,Thursday,August,92.34,10000,48,17.27,Clear
4552331,8/4/22,19:00:00,MANHATTAN,10034,40.8716,-73.91507,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,WEST 218 STREET,0,Thursday,August,92.34,10000,48,17.27,Clear
4552331,8/4/22,19:00:00,MANHATTAN,10034,40.8716,-73.91507,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,WEST 218 STREET,0,Thursday,August,92.34,10000,48,17.27,Clear
4552628,8/4/22,20:00:00,BROOKLYN,11204,40.610447,-73.98497,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,71 STREET,1,Thursday,August,90.03,10000,53,19.57,Clear
4553565,8/4/22,21:00:00,QUEENS,11378,40.725918,-73.89535,1,0,0,0,1,0,0,0,Other Vehicular,Passing or Lane Usage Improper,sedan,Bike,GRAND AVENUE,0,Thursday,August,88.48,10000,59,17.27,Clear
4554542,8/5/22,11:00:00,MANHATTAN,10028,40.777634,-73.961174,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,bike,Moped,MADISON AVENUE,0,Friday,August,77.61,10000,73,5.99,Clouds
4553234,8/5/22,14:00:00,BROOKLYN,11207,40.668816,-73.89895,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,convertible,Bike,SUTTER AVENUE,0,Friday,August,80.89,10000,71,10.36,Clear
4552387,8/5/22,15:00:00,BROOKLYN,11220,40.648464,-74.00683,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,5 AVENUE,1,Friday,August,81.66,10000,70,5.99,Clear
4553255,8/5/22,16:00:00,BRONX,10454,40.81108,-73.9273,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,3 AVENUE,0,Friday,August,83.26,10000,67,5.75,Clear
4553392,8/5/22,17:00:00,BRONX,10453,40.846878,-73.920616,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,UNIVERSITY AVENUE,0,Friday,August,85.28,10000,64,5.99,Clear
4553392,8/5/22,17:00:00,BRONX,10453,40.846878,-73.920616,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,UNIVERSITY AVENUE,0,Friday,August,85.28,10000,64,5.99,Clear
4553392,8/5/22,17:00:00,BRONX,10453,40.846878,-73.920616,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,UNIVERSITY AVENUE,0,Friday,August,85.28,10000,64,5.99,Clear
4554422,8/5/22,17:00:00,BROOKLYN,11211,40.71197,-73.96104,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,DRIGGS AVENUE,0,Friday,August,85.28,10000,64,5.99,Clear
4554422,8/5/22,17:00:00,BROOKLYN,11211,40.71197,-73.96104,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,DRIGGS AVENUE,0,Friday,August,85.28,10000,64,5.99,Clear
4554422,8/5/22,17:00:00,BROOKLYN,11211,40.71197,-73.96104,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,DRIGGS AVENUE,0,Friday,August,85.28,10000,64,5.99,Clear
4553335,8/5/22,17:00:00,MANHATTAN,10003,40.73273,-73.99382,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,EAST 10 STREET,1,Friday,August,85.28,10000,64,5.99,Clear
4553335,8/5/22,17:00:00,MANHATTAN,10003,40.73273,-73.99382,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,EAST 10 STREET,1,Friday,August,85.28,10000,64,5.99,Clear
4553335,8/5/22,17:00:00,MANHATTAN,10003,40.73273,-73.99382,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,EAST 10 STREET,1,Friday,August,85.28,10000,64,5.99,Clear
4553276,8/5/22,18:00:00,BROOKLYN,11229,40.599037,-73.95452,1,0,0,0,1,0,0,0,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,AVENUE U,1,Friday,August,89.8,10000,55,12.66,Clear
4553276,8/5/22,18:00:00,BROOKLYN,11229,40.599037,-73.95452,1,0,0,0,1,0,0,0,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,AVENUE U,1,Friday,August,89.8,10000,55,12.66,Clear
4553056,8/5/22,18:00:00,STATEN ISLAND,10304,40.615204,-74.084656,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,TARGEE STREET,1,Friday,August,89.8,10000,55,12.66,Clear
4553056,8/5/22,18:00:00,STATEN ISLAND,10304,40.615204,-74.084656,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,TARGEE STREET,1,Friday,August,89.8,10000,55,12.66,Clear
4554944,8/5/22,19:00:00,BROOKLYN,11233,40.679516,-73.91109,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Bike,ROCKAWAY AVENUE,1,Friday,August,88.99,10000,56,10.36,Clear
4554944,8/5/22,19:00:00,BROOKLYN,11233,40.679516,-73.91109,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Bike,ROCKAWAY AVENUE,1,Friday,August,88.99,10000,56,10.36,Clear
4553209,8/5/22,19:00:00,BRONX,10451,40.81622,-73.92125,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 148 STREET,0,Friday,August,88.99,10000,56,10.36,Clear
4553209,8/5/22,19:00:00,BRONX,10451,40.81622,-73.92125,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 148 STREET,0,Friday,August,88.99,10000,56,10.36,Clear
4552947,8/5/22,21:00:00,MANHATTAN,10018,40.757145,-73.99357,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,WEST 40 STREET,1,Friday,August,88.84,10000,54,11.5,Clear
4552947,8/5/22,21:00:00,MANHATTAN,10018,40.757145,-73.99357,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,WEST 40 STREET,1,Friday,August,88.84,10000,54,11.5,Clear
4553686,8/5/22,21:00:00,BRONX,10451,40.824806,-73.91352,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,EAST 162 STREET,0,Friday,August,88.84,10000,54,11.5,Clear
4553686,8/5/22,21:00:00,BRONX,10451,40.824806,-73.91352,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,EAST 162 STREET,0,Friday,August,88.84,10000,54,11.5,Clear
4553747,8/5/22,22:00:00,MANHATTAN,10003,40.73392,-73.9928,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,EAST 12 STREET,1,Friday,August,87.42,10000,58,12.66,Rain
4553326,8/6/22,3:00:00,MANHATTAN,10014,40.73382,-74.01022,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Moped,CHARLES STREET,1,Saturday,August,81.39,10000,66,8.05,Clouds
