,BOROUGH,STREET,BIKE_DIR,LANE_COUNT,FT_FACILIT,LATITUDE1,LONGITUDE1,LATITUDE2,LONGITUDE2
2702,MANHATTAN,AV A,2,2,Standard,40.726053,-73.983535,40.726666,-73.983091
2703,MANHATTAN,UNION SQ S,L,1,,40.734839,-73.990754,40.734854,-73.990715
2705,MANHATTAN,E 16 ST,R,1,Standard,40.735292,-73.987816,40.734618,-73.986213
2712,MANHATTAN,5 AV,L,1,,40.741548,-73.989576,40.741914,-73.989318
2713,MANHATTAN,BROADWAY,L,1,,40.741358,-73.989126,40.741869,-73.988968
2714,MANHATTAN,5 AVE,L,1,,40.742378,-73.988964,40.742814,-73.988644
2715,MANHATTAN,BROADWAY,L,1,,40.74303,-73.989155,40.743796,-73.989011
2716,MANHATTAN,W 25 ST,L,1,,40.742814,-73.988644,40.74303,-73.989155
2717,MANHATTAN,CLINTON ST,2,2,Protected Path,40.7169,-73.986201,40.715952,-73.986721
2719,MANHATTAN,DELANCEY ST,R,1,Sharrows,40.717167,-73.984936,40.716956,-73.984233
2720,MANHATTAN,DELANCEY ST N,L,1,,40.717674,-73.984839,40.717414,-73.983995
2729,MANHATTAN,CLINTON ST,L,1,,40.720234,-73.984477,40.719083,-73.985073
2731,MANHATTAN,RIVINGTON ST,L,1,,40.718827,-73.984232,40.71857,-73.983395
2756,MANHATTAN,2 AV,L,1,,40.73235,-73.984946,40.733033,-73.984441
2762,MANHATTAN,E 21 ST,L,1,,40.737546,-73.984082,40.736603,-73.981841
2767,MANHATTAN,E 26 ST,R,1,Protected Path,40.741412,-73.98336,40.740955,-73.982288
2776,MANHATTAN,E 10 ST,2,2,Sharrows,40.727846,-73.982228,40.726866,-73.979907
2785,MANHATTAN,2 AV,L,1,,40.737886,-73.980905,40.738553,-73.980424
2790,MANHATTAN,E 29 ST,L,1,,40.742587,-73.98041,40.741643,-73.978168
2791,MANHATTAN,10 AV,R,1,Signed Route,40.744646,-74.006385,40.745231,-74.00596
2793,MANHATTAN,10 AV,R,1,Signed Route,40.746403,-74.005107,40.747022,-74.004651
2796,MANHATTAN,W 20 ST,L,1,,40.744621,-74.002691,40.745816,-74.005534
2811,MANHATTAN,W 29 ST,R,1,Protected Path,40.750241,-73.998594,40.751446,-74.00143
2813,MANHATTAN,W 30 ST,L,1,,40.750903,-73.99812,40.751376,-73.999305
2814,MANHATTAN,11 AV,L,1,,40.760822,-73.998312,40.7615,-73.997821
2823,MANHATTAN,W 26 ST,L,1,,40.746004,-73.994263,40.747205,-73.997099
2826,MANHATTAN,W 29 ST,R,1,Protected Path,40.749052,-73.995749,40.750241,-73.998594
2828,MANHATTAN,W 30 ST,L,1,,40.749672,-73.995298,40.750903,-73.99812
2830,MANHATTAN,9 AV,L,1,,40.752723,-73.996789,40.753389,-73.996303
2852,MANHATTAN,W 29 ST,R,1,Protected Path,40.747855,-73.992909,40.749052,-73.995749
2854,MANHATTAN,W 30 ST,L,1,,40.74847,-73.992462,40.749672,-73.995298
2861,MANHATTAN,8 AV,R,1,Protected Path,40.75533,-73.991177,40.75595,-73.990726
2863,MANHATTAN,W 40 ST,L,1,,40.75595,-73.990726,40.757144,-73.993562
2869,MANHATTAN,W 44 ST,L,1,,40.759729,-73.991685,40.760927,-73.994526
2875,MANHATTAN,10 AV,R,1,Protected Path,40.765934,-73.990876,40.766561,-73.990422
2881,MANHATTAN,BROADWAY,L,1,,40.743796,-73.989011,40.744533,-73.988869
2884,MANHATTAN,E 26 ST,R,1,Curbside,40.743451,-73.988194,40.742772,-73.986597
2885,MANHATTAN,W 26 ST,L,1,,40.743451,-73.988194,40.743796,-73.989011
2887,MANHATTAN,E 29 ST,L,1,,40.745301,-73.986845,40.744627,-73.985244
2890,MANHATTAN,W 30 ST,L,1,,40.747276,-73.989617,40.74847,-73.992462
2892,MANHATTAN,6 AV,2,2,Protected Path,40.748513,-73.988714,40.74913,-73.988238
2895,MANHATTAN,W 30 ST,L,1,,40.746789,-73.988453,40.747276,-73.989617
2898,MANHATTAN,W 32 ST,L,1,,40.748289,-73.988177,40.748513,-73.988714
2901,MANHATTAN,6 AV,R,1,Protected Path,40.749491,-73.987974,40.749787,-73.987769
2904,MANHATTAN,6 AV,R,1,Protected Path,40.751082,-73.98685,40.7517,-73.986399
2905,MANHATTAN,W 40 ST,L,1,,40.754749,-73.987892,40.75595,-73.990726
2907,MANHATTAN,7 AVE,L,1,,40.756036,-73.986949,40.75671,-73.986458
2908,MANHATTAN,8 AV,R,1,Protected Path,40.757233,-73.989791,40.757907,-73.989297
2909,MANHATTAN,W 43 ST,R,1,Standard,40.757907,-73.989297,40.759105,-73.992137
2910,MANHATTAN,8 AV,R,1,Protected Path,40.757907,-73.989297,40.758533,-73.988843
2911,MANHATTAN,W 44 ST,L,1,,40.758533,-73.988843,40.759729,-73.991685
2914,MANHATTAN,W 44 ST,L,1,,40.757823,-73.987163,40.758533,-73.988843
2923,MANHATTAN,W 52 ST,L,1,,40.764737,-73.988033,40.765934,-73.990876
2927,MANHATTAN,W 54 ST,L,1,,40.765989,-73.987122,40.767187,-73.989964
2929,MANHATTAN,W 55 ST,R,1,Protected Path,40.766616,-73.98666,40.767815,-73.989505
2935,MANHATTAN,AMSTERDAM,R,1,Protected Path,40.770415,-73.987615,40.771054,-73.987146
2937,MANHATTAN,E 30 ST,R,1,Standard,40.745921,-73.986393,40.745244,-73.984793
2943,MANHATTAN,W 42 ST,L,1,,40.755808,-73.986404,40.756036,-73.986949
2944,MANHATTAN,W 43 ST,R,1,Sharrows,40.75671,-73.986458,40.757907,-73.989297
2948,MANHATTAN,6 AV,R,1,Protected Path,40.754842,-73.984118,40.755516,-73.983624
2951,MANHATTAN,W 44 ST,L,1,,40.75614,-73.983168,40.757257,-73.985821
2957,MANHATTAN,7 AVE,L,1,,40.758574,-73.98505,40.759199,-73.984619
2958,MANHATTAN,BROADWAY,L,1,,40.759404,-73.985104,40.760116,-73.984836
2959,MANHATTAN,W 47 ST,L,1,,40.759199,-73.984619,40.759404,-73.985104
2960,MANHATTAN,7 AV,L,1,,40.759199,-73.984619,40.759842,-73.984174
2961,MANHATTAN,W 48 ST,L,1,,40.760116,-73.984836,40.761037,-73.987015
2966,MANHATTAN,W 51 ST,R,1,Sharrows,40.762065,-73.983629,40.762915,-73.985647
2979,MANHATTAN,8 AV,R,1,Protected Path,40.766716,-73.982877,40.767392,-73.982365
2982,MANHATTAN,COLUMBUS AVE,L,1,,40.769226,-73.984764,40.769848,-73.984315
2985,MANHATTAN,E 29 ST,L,1,,40.743265,-73.982009,40.742587,-73.98041
2986,MANHATTAN,E 30 ST,R,1,Standard,40.743882,-73.98156,40.743205,-73.979959
2987,MANHATTAN,E 40 ST,R,1,Standard,40.752197,-73.981822,40.751522,-73.980221
2989,MANHATTAN,W 43 ST,R,1,Standard,40.754155,-73.980396,40.755516,-73.983624
2990,MANHATTAN,E 43 ST,L,1,,40.754155,-73.980396,40.75348,-73.978783
2992,MANHATTAN,E 44 ST,R,1,Standard,40.754783,-73.979936,40.7541,-73.978332
2998,MANHATTAN,W 48 ST,L,1,,40.757812,-73.979363,40.758645,-73.981341
2999,MANHATTAN,W 51 ST,R,1,Standard,40.761719,-73.982807,40.762065,-73.983629
3000,MANHATTAN,6 AV,R,1,Standard,40.759899,-73.980426,40.760525,-73.979972
3001,MANHATTAN,6 AV,R,1,Protected Path,40.760525,-73.979972,40.761149,-73.979513
3004,MANHATTAN,W 52 ST,L,1,,40.762343,-73.982351,40.762707,-73.983215
3005,MANHATTAN,W 54 ST,L,1,,40.764033,-73.98247,40.764792,-73.984282
3007,MANHATTAN,W 55 ST,R,1,Protected Path,40.764734,-73.982216,40.765418,-73.983822
3011,MANHATTAN,8 AV,R,1,Protected Path,40.767392,-73.982365,40.767744,-73.982111
3014,MANHATTAN,COLUMBUS CIR,L,1,,40.767714,-73.981789,40.76771,-73.981813
3016,MANHATTAN,COLUMBUS CIRCLE,L,1,,40.768408,-73.982043,40.76841,-73.982036
3018,MANHATTAN,CENTRAL PARK W,R,1,Protected Path,40.76839,-73.981679,40.769273,-73.981023
3021,MANHATTAN,CENTRAL PARK W,R,1,Protected Path,40.769905,-73.980564,40.770528,-73.980112
3022,MANHATTAN,WEST DR,L,1,,40.767823,-73.978859,40.767937,-73.979064
3031,MANHATTAN,WEST END AV,2,2,Bike-Friendly Parking,40.779808,-73.984476,40.78049,-73.983978
3033,MANHATTAN,RIVERSIDE DR,R,1,Sharrows,40.783774,-73.983901,40.784352,-73.983297
3035,MANHATTAN,W 79 ST,L,1,,40.785596,-73.984711,40.785613,-73.984725
3039,MANHATTAN,RIVERSIDE DR,2,2,Sharrows,40.784352,-73.983297,40.784975,-73.982638
3041,MANHATTAN,COLUMBUS AV,L,1,,40.772991,-73.982079,40.773602,-73.981573
3045,MANHATTAN,COLUMBUS AV,L,1,,40.774227,-73.981114,40.774852,-73.98066
3047,MANHATTAN,COLUMBUS AV,L,1,,40.77548,-73.980209,40.776112,-73.979746
3048,MANHATTAN,AMSTERDAM,R,1,Curbside,40.777303,-73.982583,40.777972,-73.982155
3050,MANHATTAN,AMSTERDAM AVE,R,1,Protected Path,40.778608,-73.981621,40.779292,-73.981134
3060,MANHATTAN,W 79 ST,2,2,Sharrows,40.784975,-73.982638,40.785359,-73.983568
3067,MANHATTAN,E 26 ST,R,1,Sharrows,40.739232,-73.978193,40.738795,-73.977148
3077,MANHATTAN,EAST HOUSTON ST,R,1,Protected Path,40.718753,-73.975119,40.718746,-73.974995
3078,MANHATTAN,EAST 10 ST PED OVPS,2,0,,40.72417,-73.972983,40.724431,-73.972825
3091,QUEENS,N 5 ST,R,1,Sharrows,40.719703,-73.96369,40.719228,-73.962897
3093,QUEENS,N 5 ST,R,1,Standard,40.719228,-73.962897,40.718417,-73.96162
3094,QUEENS,N 6 ST,L,1,,40.720379,-73.963268,40.71977,-73.962311
3119,QUEENS,N 11 ST,R,1,Standard,40.722534,-73.959347,40.721733,-73.958056
3121,QUEENS,N 12 ST,L,1,,40.723084,-73.958749,40.722286,-73.957461
3126,QUEENS,QUAY ST,2,2,Protected Path,40.726191,-73.958628,40.7263,-73.957353
3127,QUEENS,N 14 ST,R,1,Protected Path,40.724285,-73.95772,40.72339,-73.956273
3128,QUEENS,CALYER ST,L,1,,40.72689,-73.958777,40.727069,-73.957184
3129,QUEENS,GREENPOINT AVE,2,2,Standard,40.729722,-73.959244,40.729879,-73.957594
3130,QUEENS,FRANKLIN ST,2,2,Sharrows,40.730589,-73.957711,40.731299,-73.957827
3133,QUEENS,FREEMAN ST,L,1,,40.733979,-73.959945,40.734135,-73.958292
3134,QUEENS,EAGLE ST,R,1,Standard,40.734673,-73.960041,40.734844,-73.958408
3142,QUEENS,COMMERCIAL ST,2,2,Sharrows,40.736278,-73.958515,40.737152,-73.956902
3143,BROOKLYN,2 ST,2,2,Protected Path,40.740803,-73.959325,40.740083,-73.959589
3145,BROOKLYN,2 ST,2,2,Protected Path,40.742253,-73.958838,40.742183,-73.958862
3147,BROOKLYN,51 AV,L,1,,40.742865,-73.95863,40.742487,-73.956669
3170,QUEENS,NASSAU AV,R,1,Standard,40.72246,-73.954777,40.722636,-73.954183
3171,QUEENS,BANKER ST,R,1,Standard,40.723225,-73.954512,40.724329,-73.955138
3174,QUEENS,FRANKLIN AV,2,2,Protected Path,40.725098,-73.957572,40.725523,-73.957493
3182,QUEENS,FRANKLIN ST,R,1,Standard,40.727061,-73.956941,40.727318,-73.957172
3187,QUEENS,MANHATTAN AV,2,2,Standard,40.730907,-73.954379,40.731614,-73.954494
3190,QUEENS,GREENPOINT AVE,2,2,Sharrows,40.730197,-73.954245,40.730271,-73.953469
3195,QUEENS,BOX ST,R,1,Sharrows,40.737152,-73.956902,40.737285,-73.955423
3200,QUEENS,BOX ST,R,1,Standard,40.737285,-73.955423,40.73749,-73.9532
3202,QUEENS,MANHATTAN AV,2,2,Sharrows,40.737997,-73.955472,40.739085,-73.955197
3203,QUEENS,ASH ST,L,1,,40.737997,-73.955472,40.738221,-73.953153
3206,BROOKLYN,51 AV,L,1,,40.74199,-73.954124,40.741935,-73.953804
3207,BROOKLYN,50 AV,R,1,Sharrows,40.742729,-73.954109,40.742687,-73.9539
3208,QUEENS,UNION AV,R,1,Standard,40.718147,-73.952296,40.718798,-73.952411
3219,QUEENS,NASSAU AV,R,1,Standard,40.723218,-73.952496,40.723486,-73.951646
3227,QUEENS,GREENPOINT AVE,2,2,Sharrows,40.730542,-73.950648,40.730679,-73.94922
3228,QUEENS,PAIDGE AV,2,2,Sharrows,40.737522,-73.952749,40.737009,-73.951157
3229,QUEENS,MC GUINNESS BLVD,R,1,Sharrows,40.737522,-73.952749,40.738166,-73.952814
3232,BROOKLYN,JACKSON AV,2,2,Standard,40.741935,-73.953804,40.742476,-73.952757
3233,BROOKLYN,VERNON BLVD,L,1,,40.742687,-73.9539,40.74199,-73.954124
3234,BROOKLYN,50 AV,R,1,Sharrows,40.742687,-73.9539,40.742476,-73.952757
3235,BROOKLYN,11 ST,R,1,Sharrows,40.742938,-73.951895,40.742672,-73.951681
3236,BROOKLYN,50 AV,L,1,,40.742204,-73.951401,40.742117,-73.951001
3238,BROOKLYN,11 ST,L,1,,40.742884,-73.951159,40.742204,-73.951401
3239,BROOKLYN,49 AV,R,1,Sharrows,40.742884,-73.951159,40.742758,-73.950466
3241,BROOKLYN,11 PLACE,R,1,Standard,40.742758,-73.950466,40.742064,-73.9507
3242,BROOKLYN,49 AV,2,2,Standard,40.742758,-73.950466,40.742523,-73.94923
3256,QUEENS,DRIGGS AV,R,1,Standard,40.722655,-73.948165,40.72254,-73.949078
3259,QUEENS,NASSAU AV,R,1,Sharrows,40.724056,-73.949924,40.724336,-73.949082
3261,QUEENS,PROVOST ST,2,2,Sharrows,40.731387,-73.949338,40.732093,-73.949451
3263,QUEENS,GREENPOINT AVE,2,2,Curbside,40.730679,-73.94922,40.730722,-73.948771
3264,QUEENS,GREENPOINT AVE,2,2,Standard,40.730722,-73.948771,40.730884,-73.947895
3286,MANHATTAN,2 AV,L,1,,40.749823,-73.972204,40.750494,-73.971713
3289,BROOKLYN,SKILLMAN AV,2,2,Sharrows,40.741982,-73.946421,40.742882,-73.944196
3293,MANHATTAN,2 AV,L,1,,40.744779,-73.975881,40.745443,-73.975393
3294,MANHATTAN,E 40 ST,R,1,Sharrows,40.750157,-73.976986,40.749483,-73.975383
3298,MANHATTAN,E 48 ST,R,1,Standard,40.757284,-73.978116,40.756606,-73.976504
3300,MANHATTAN,E 51 ST,L,1,,40.759165,-73.976745,40.758487,-73.975134
3303,MANHATTAN,E 52 ST,R,1,Protected Path,40.759787,-73.976289,40.759113,-73.974679
3310,MANHATTAN,C P 6 AV APPR,R,1,Greenway,40.766236,-73.976575,40.766285,-73.976677
3312,MANHATTAN,2 AV,L,1,,40.745443,-73.975393,40.746078,-73.974936
3313,MANHATTAN,1 AV,R,1,Protected Path,40.743099,-73.974011,40.743782,-73.973508
3317,MANHATTAN,E 37 ST,2,2,Protected Path,40.745681,-73.972125,40.745183,-73.970928
3318,MANHATTAN,2 AV,L,1,,40.746683,-73.974496,40.747295,-73.974044
3321,MANHATTAN,E 40 ST,R,1,Standard,40.74854,-73.973146,40.748178,-73.972283
3325,MANHATTAN,2 AV,L,1,,40.749156,-73.972693,40.749823,-73.972204
3326,MANHATTAN,E 48 ST,R,1,Standard,40.755244,-73.973276,40.75457,-73.971677
3327,MANHATTAN,W 54 ST,L,1,,40.76104,-73.975374,40.762396,-73.978602
3328,MANHATTAN,E 54 ST,R,1,Standard,40.76104,-73.975374,40.760364,-73.973766
3330,MANHATTAN,E 55 ST,L,1,,40.761667,-73.974915,40.760989,-73.973309
3333,MANHATTAN,C P GRAND ARMY PLZ APPR,2,2,Greenway,40.769015,-73.972867,40.769115,-73.972826
3337,MANHATTAN,2 AV,L,1,,40.750494,-73.971713,40.751122,-73.971262
3339,MANHATTAN,1 AV,R,1,Protected Path,40.749205,-73.969545,40.749517,-73.96932
3340,MANHATTAN,E 71 ST,L,1,,40.769739,-73.962704,40.769064,-73.96111
3353,MANHATTAN,E 54 ST,R,1,Sharrows,40.759001,-73.970534,40.75833,-73.968935
3356,MANHATTAN,E 55 ST,L,1,,40.75895,-73.96848,40.758008,-73.966239
3358,MANHATTAN,EAST DR,R,1,Greenway,40.770313,-73.971144,40.770458,-73.971095
3360,MANHATTAN,1 AV,R,1,Protected Path,40.753243,-73.966616,40.75335,-73.966537
3370,MANHATTAN,E 54 ST,R,1,Standard,40.757381,-73.966702,40.756382,-73.964325
3371,MANHATTAN,2 AV,L,1,,40.758008,-73.966239,40.758633,-73.965784
3372,MANHATTAN,E 55 ST,L,1,,40.758008,-73.966239,40.757008,-73.963871
3376,MANHATTAN,E 54 ST,R,1,Standard,40.756382,-73.964325,40.755454,-73.9621
3378,MANHATTAN,SUTTON PL S,L,1,,40.756059,-73.961622,40.755454,-73.9621
3380,MANHATTAN,1 AV,R,1,Protected Path,40.757008,-73.963871,40.757637,-73.963411
3381,MANHATTAN,1 AVE,R,1,Protected Path,40.757637,-73.963411,40.758309,-73.962924
3384,MANHATTAN,2 AV,L,1,,40.759982,-73.964801,40.760599,-73.964314
3385,MANHATTAN,E 59 ST,2,2,Sharrows,40.760599,-73.964314,40.760281,-73.963556
3386,MANHATTAN,2 AVE,L,1,,40.761233,-73.963883,40.761859,-73.963424
3388,MANHATTAN,1 AV,2,2,Protected Path,40.759619,-73.961966,40.75988,-73.961777
3390,MANHATTAN,1 AV,R,1,Protected Path,40.76023,-73.961522,40.760858,-73.961068
3393,MANHATTAN,2 AVE,L,1,,40.763734,-73.962064,40.764366,-73.961608
3395,MANHATTAN,E 70 ST,R,1,Standard,40.769112,-73.963162,40.768432,-73.961548
3398,MANHATTAN,EAST LOOP RD,2,2,Buffered,40.752857,-73.957273,40.752853,-73.957279
3399,MANHATTAN,SUTTON PL,2,2,Signed Route,40.756688,-73.961157,40.756059,-73.961622
3403,MANHATTAN,EAST 60 ST PED OVPS,2,2,Greenway,40.759285,-73.959264,40.758935,-73.958502
3404,MANHATTAN,YORK AV,2,2,Signed Route,40.759285,-73.959264,40.759913,-73.95881
3405,MANHATTAN,1 AV,R,1,Protected Path,40.760858,-73.961068,40.761485,-73.9606
3415,MANHATTAN,2 AV,L,1,,40.76624,-73.960233,40.766868,-73.959776
3416,MANHATTAN,2 AV,L,1,,40.766868,-73.959776,40.767494,-73.95932
3417,MANHATTAN,2 AV,L,1,,40.767494,-73.95932,40.76812,-73.958862
3424,MANHATTAN,WEST LOOP RD,2,2,Buffered,40.756107,-73.956318,40.755631,-73.956752
3427,MANHATTAN,NORTH LOOP RD,2,2,Buffered,40.755755,-73.954247,40.756484,-73.955574
3429,MANHATTAN,WEST RD,2,2,Signed Route,40.757844,-73.954822,40.758037,-73.95471
3436,MANHATTAN,E 71 ST,L,1,,40.766165,-73.954248,40.765272,-73.952127
3437,MANHATTAN,2 AVE,L,1,,40.77012,-73.957404,40.770753,-73.956941
3438,MANHATTAN,1 AV,R,1,Protected Path,40.767804,-73.955999,40.768485,-73.955502
3444,BROOKLYN,49 AV,R,1,Standard,40.743418,-73.95387,40.743015,-73.951799
3450,BROOKLYN,VERNON BLVD,2,3,Protected Path,40.747571,-73.95248,40.746876,-73.952712
3454,BROOKLYN,44 DR,2,2,Standard,40.749056,-73.952213,40.748934,-73.95164
3459,BROOKLYN,10 STREET,L,1,,40.748934,-73.95164,40.748257,-73.952232
3460,BROOKLYN,44 DR,2,2,Standard,40.748934,-73.95164,40.74854,-73.949628
3464,MANHATTAN,EAST 71 ST PED OVPS,2,2,Greenway,40.765325,-73.952084,40.76528,-73.951988
3465,MANHATTAN,E 77 ST,R,1,Standard,40.770073,-73.951398,40.769469,-73.949936
3466,MANHATTAN,YORK AVE,L,1,,40.770073,-73.951398,40.770709,-73.950933
3467,BROOKLYN,44 DR,2,2,Standard,40.74854,-73.949628,40.748107,-73.947355
3468,BROOKLYN,44 DR,2,2,Standard,40.748107,-73.947355,40.747664,-73.945056
3469,BROOKLYN,11 STREET,2,2,Sharrows,40.749298,-73.949416,40.74854,-73.949628
3474,MANHATTAN,CHEROKEE PL,R,1,Sharrows,40.769469,-73.949936,40.770085,-73.949455
3475,BROOKLYN,44 DR,2,2,Sharrows,40.747664,-73.945056,40.74743,-73.943842
3476,BROOKLYN,23 ST,2,2,Sharrows,40.748401,-73.944787,40.747664,-73.945056
3477,BROOKLYN,44 DR,2,2,Standard,40.74743,-73.943842,40.747201,-73.942729
3480,BROOKLYN,QUEENS PLZ N,2,2,Greenway,40.75253,-73.943835,40.752037,-73.942719
3481,BROOKLYN,VERNON BLVD,2,3,Protected Path,40.759308,-73.944167,40.757809,-73.945831
3496,MANHATTAN,W 77 ST,R,1,Standard,40.780651,-73.976417,40.781839,-73.979285
3497,MANHATTAN,COLUMBUS AV,L,1,,40.780651,-73.976417,40.781273,-73.975994
3498,MANHATTAN,W 78 ST,L,1,,40.781273,-73.975994,40.782465,-73.978823
3506,MANHATTAN,E 91 ST,L,1,,40.781059,-73.949422,40.780064,-73.947049
3512,MANHATTAN,C P W 72 APPR,2,2,Greenway,40.776063,-73.975573,40.77622,-73.975955
3513,MANHATTAN,WEST DR,2,2,Greenway,40.774689,-73.974955,40.774708,-73.974684
3514,MANHATTAN,TER DR,2,2,Greenway,40.774281,-73.973701,40.774377,-73.973804
3515,MANHATTAN,WEST DR,L,1,,40.774708,-73.974684,40.774767,-73.974542
3522,MANHATTAN,CENTRAL PARK W,R,1,Protected Path,40.779478,-73.973571,40.782021,-73.971723
3564,MANHATTAN,EAST DR,R,1,Greenway,40.77531,-73.967692,40.775357,-73.967592
3577,MANHATTAN,COLUMBUS AV,L,1,,40.792859,-73.96753,40.793557,-73.967016
3579,MANHATTAN,E 77 ST,L,1,,40.775677,-73.964687,40.775003,-73.963088
3580,MANHATTAN,E 78 ST,R,1,Standard,40.77631,-73.964228,40.775638,-73.962623
3592,MANHATTAN,5 AV,L,1,,40.784083,-73.958568,40.784713,-73.958104
3593,MANHATTAN,E 90 ST,R,1,Standard,40.784083,-73.958568,40.783417,-73.956945
3595,MANHATTAN,E 91 ST,L,1,,40.784713,-73.958104,40.784045,-73.956487
3606,MANHATTAN,C P 102 CENTER DR,2,2,Greenway,40.793609,-73.957707,40.79365,-73.957467
3611,MANHATTAN,2 AVE,L,1,,40.781059,-73.949422,40.781689,-73.948962
3618,MANHATTAN,E 78 ST,L,1,,40.770709,-73.950933,40.770085,-73.949455
3632,MANHATTAN,EAST 106 STREET,2,2,Standard,40.794285,-73.951111,40.793606,-73.949508
3651,MANHATTAN,DUKE ELLINGTON CR,R,1,Curbside,40.796606,-73.949423,40.796596,-73.949397
3652,BROOKLYN,91 ST,R,1,Standard,40.65723,-73.841372,40.655557,-73.840954
3653,MANHATTAN,5 AV,2,2,Protected Path,40.7971,-73.949065,40.797483,-73.948787
3655,MANHATTAN,110 ST,R,1,Curbside,40.796704,-73.948846,40.796156,-73.947645
3656,MANHATTAN,111 ST,L,1,,40.797483,-73.948787,40.796797,-73.947176
3660,MANHATTAN,1 AV,R,1,Protected Path,40.783248,-73.944723,40.783933,-73.944223
3673,MANHATTAN,CATHEDRAL PKWY,2,2,Sidewalk,40.804684,-73.968048,40.804742,-73.968113
3679,MANHATTAN,W 106 ST,2,2,Standard,40.798654,-73.961478,40.799234,-73.962867
3683,MANHATTAN,AMSTERDAM AV,2,2,Standard,40.804258,-73.962922,40.804885,-73.962475
3693,MANHATTAN,CENTRAL PARK W,R,1,Protected Path,40.799977,-73.958619,40.800365,-73.958333
3694,MANHATTAN,FREDERICK DOUGLASS CR,L,1,,40.800365,-73.958333,40.800373,-73.958351
3695,MANHATTAN,FRED DOUGLASS CIR,L,1,,40.800355,-73.95804,40.800348,-73.95806
3697,MANHATTAN,CATHEDRAL PKWY,2,2,Standard,40.8018,-73.961078,40.802972,-73.963861
3698,MANHATTAN,110 ST,2,2,Standard,40.801156,-73.959647,40.8018,-73.961078
3699,MANHATTAN,110 ST,2,2,Standard,40.80067,-73.958481,40.801156,-73.959647
3702,MANHATTAN,FRED DOUGLASS BLVD,2,2,Standard,40.800799,-73.958014,40.801231,-73.957695
3703,MANHATTAN,W 111 ST,R,1,Standard,40.801231,-73.957695,40.801844,-73.959147
3705,MANHATTAN,MORNINGSIDE DR,2,2,Bike-Friendly Parking,40.805597,-73.958182,40.806291,-73.957722
3712,MANHATTAN,ST CLAIR PL,L,1,,40.817007,-73.959493,40.817511,-73.960687
3713,MANHATTAN,W 125 ST,R,1,Sharrows,40.817007,-73.959493,40.817959,-73.960357
3714,MANHATTAN,ST CLAIR PL,L,1,,40.817511,-73.960687,40.817649,-73.96102
3715,MANHATTAN,12 AVE,2,2,Sharrows,40.817511,-73.960687,40.817959,-73.960357
3717,MANHATTAN,12 AVE,L,1,,40.818758,-73.959772,40.819378,-73.959324
3738,MANHATTAN,ST NICHOLAS AV,R,1,Standard,40.80419,-73.952723,40.80503,-73.95276
3773,MANHATTAN,E 119 ST,L,1,,40.802599,-73.945051,40.801919,-73.943436
3780,MANHATTAN,W 151 St PED OVPS,2,0,,40.831025,-73.949671,40.831183,-73.949624
3784,MANHATTAN,ST NICHOLAS PL,R,1,Standard,40.825955,-73.943357,40.82658,-73.942895
3789,MANHATTAN,FT WASHINGTON AV,2,2,Sharrows,40.836381,-73.944574,40.837077,-73.944296
3803,QUEENS,AV X,2,2,Standard,40.594429,-73.934949,40.594527,-73.934007
3804,QUEENS,AV W,2,2,Sharrows,40.596542,-73.935369,40.596646,-73.93441
3806,QUEENS,KNAPP ST,L,1,,40.594872,-73.933053,40.594639,-73.933011
3811,QUEENS,ALLEN AV,L,1,,40.595224,-73.932413,40.594872,-73.933053
3822,QUEENS,GERRITSEN AV,2,2,Protected Path,40.59682,-73.929569,40.59602,-73.928669
3850,QUEENS,E 38 ST,2,2,Standard,40.607414,-73.926249,40.605794,-73.924441
3854,QUEENS,AVE V,2,2,Protected Path,40.605794,-73.924441,40.606253,-73.923731
3858,QUEENS,E 56 ST,2,2,Standard,40.62619,-73.921836,40.623919,-73.921594
3864,QUEENS,HENDRICKSON ST,2,2,Protected Path,40.607639,-73.921584,40.606755,-73.920659
3871,QUEENS,PAERDEGAT AVENUE NORTH,2,2,Protected Path,40.631934,-73.913197,40.631569,-73.91235
3900,QUEENS,ROCKAWAY PKWY,2,2,Standard,40.659484,-73.918294,40.657859,-73.916486
3901,QUEENS,E 76 ST,2,2,Curbside,40.633605,-73.916224,40.633036,-73.915599
3903,QUEENS,SARATOGA AVENUE,2,2,Sharrows,40.660042,-73.915086,40.658504,-73.914692
3904,QUEENS,THOMAS S BOYLAND STREET,2,2,Sharrows,40.660597,-73.911335,40.659061,-73.910943
3911,QUEENS,KINGSTON AVENUE,L,1,,40.671185,-73.94203,40.670342,-73.942106
3950,QUEENS,UTICA AV,L,1,,40.662755,-73.931556,40.662051,-73.93148
3952,QUEENS,E NEW YORK AV,R,1,Standard,40.66323,-73.931602,40.66362,-73.930685
3953,QUEENS,UTICA AV,R,1,Sharrows,40.663557,-73.931607,40.66323,-73.931602
3954,QUEENS,LEFFERTS AV,2,2,Sharrows,40.663557,-73.931607,40.66362,-73.930685
3971,QUEENS,ROCHESTER AV,R,1,Signed Route,40.674887,-73.927761,40.673996,-73.927841
3981,QUEENS,ST MARK  S AV,R,1,Standard,40.673684,-73.922132,40.673542,-73.919541
3986,QUEENS,PITKIN AV,2,2,Sharrows,40.668276,-73.920048,40.668319,-73.919956
3987,QUEENS,GRAFTON ST,R,1,Sharrows,40.668631,-73.919231,40.668431,-73.919181
