,COLLISION_ID,DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,STREET,BIKE_LANE,DAY_OF_WEEK,MONTH
4117,4411063," April 12, 2021",10:00:00,BROOKLYN,11205,40.692062,-73.95191,1,0,0,0,1,0,0,0,Passing Too Closely,Driver Inattention/Distraction,bus,E-Bike,NOSTRAND AVENUE,0,Monday,April
4118,4407102," April 12, 2021",16:00:00,BRONX,10474,40.820004,-73.888885,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,GARRISON AVENUE,0,Monday,April
4119,4409391," April 12, 2021",16:00:00,MANHATTAN,10029,40.784943,-73.946594,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,EAST 97 STREET,0,Monday,April
4120,4407093," April 13, 2021",13:00:00,BROOKLYN,11220,0.0,0.0,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,E-Bike,5 AVENUE,0,Tuesday,April
4121,4407137," April 13, 2021",15:00:00,BROOKLYN,11237,40.70409,-73.92765,1,0,0,0,1,0,0,0,Unspecified,Unspecified,flat bed,Bike,KNICKERBOCKER AVENUE,0,Tuesday,April
4122,4407142," April 13, 2021",17:00:00,BROOKLYN,11215,40.672318,-73.977066,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,E-Bike,GARFIELD PLACE,1,Tuesday,April
4123,4407789," April 13, 2021",17:00:00,BRONX,10452,40.844105,-73.923065,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,GRANT HIGHWAY,0,Tuesday,April
4124,4407094," April 13, 2021",18:00:00,BROOKLYN,11215,40.66154,-73.98274,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,16 STREET,1,Tuesday,April
4125,4407361," April 13, 2021",20:00:00,QUEENS,11694,40.577534,-73.849915,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BEACH 130 STREET,1,Tuesday,April
4126,4411563," April 13, 2021",21:00:00,MANHATTAN,10036,40.7591,-73.99215,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,e-bike,Bike,WEST 43 STREET,1,Tuesday,April
4127,4407649," April 14, 2021",0:00:00,BROOKLYN,11214,40.601864,-74.00232,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,BATH AVENUE,1,Wednesday,April
4128,4407353," April 14, 2021",13:00:00,BROOKLYN,11206,40.700485,-73.93637,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,bike,Station Wagon/Sport Utility Vehicle,BUSHWICK AVENUE,0,Wednesday,April
4129,4407647," April 14, 2021",15:00:00,BROOKLYN,11201,40.69349,-73.97917,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,MYRTLE AVENUE,1,Wednesday,April
4130,4409158," April 14, 2021",16:00:00,QUEENS,11105,40.78228,-73.914604,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,taxi,Bike,21 STREET,0,Wednesday,April
4131,4409494," April 14, 2021",16:00:00,BROOKLYN,11204,40.623367,-73.989494,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bus,Bike,17 AVENUE,1,Wednesday,April
4132,4411641," April 14, 2021",16:00:00,BRONX,10472,40.830025,-73.872765,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,WESTCHESTER AVENUE,0,Wednesday,April
4133,4409306," April 14, 2021",18:00:00,MANHATTAN,10003,40.73715,-73.98859,1,0,0,0,1,0,0,0,Pavement Defective,Unspecified,sedan,Bike,PARK AVENUE SOUTH,1,Wednesday,April
4134,4407414," April 14, 2021",19:00:00,BROOKLYN,11201,40.69484,-73.98391,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,FLATBUSH AVENUE EXTENSION,1,Wednesday,April
4135,4408031," April 14, 2021",20:00:00,BROOKLYN,11226,40.65319,-73.96622,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,PARKSIDE AVENUE,1,Wednesday,April
4136,4407426," April 14, 2021",21:00:00,BROOKLYN,11235,40.581745,-73.95384,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,SHORE BOULEVARD,0,Wednesday,April
4137,4407863," April 15, 2021",8:00:00,QUEENS,11426,40.73444,-73.72179,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,pick-up truck,E-Bike,COMMONWEALTH BOULEVARD,0,Thursday,April
4138,4407687," April 15, 2021",19:00:00,BROOKLYN,11209,40.633514,-74.026955,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,72 STREET,1,Thursday,April
4139,4407714," April 16, 2021",0:00:00,QUEENS,11369,40.75868,-73.87552,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,93 STREET,0,Friday,April
4140,4408258," April 16, 2021",8:00:00,MANHATTAN,10036,40.759163,-73.988396,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,8 AVENUE,1,Friday,April
4141,4408438," April 16, 2021",10:00:00,MANHATTAN,10019,40.764626,-73.99555,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,11 AVENUE,1,Friday,April
4142,4408331," April 16, 2021",15:00:00,BROOKLYN,11222,40.731422,-73.94641,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,GREENPOINT AVENUE,0,Friday,April
4143,4407920," April 16, 2021",16:00:00,QUEENS,11370,40.758156,-73.89627,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,31 AVENUE,0,Friday,April
4144,4408250," April 16, 2021",18:00:00,MANHATTAN,10016,40.748436,-73.984566,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,sedan,E-Bike,5 AVENUE,1,Friday,April
4145,4409197," April 16, 2021",19:00:00,MANHATTAN,10029,40.791046,-73.95138,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,EAST 102 STREET,0,Friday,April
4146,4408197," April 16, 2021",20:00:00,BRONX,10451,40.827824,-73.91934,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,e-bike,Sedan,SHERMAN AVENUE,0,Friday,April
4147,4409058," April 17, 2021",11:00:00,MANHATTAN,10003,40.732254,-73.99636,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,bike,Bike,WEST 8 STREET,1,Saturday,April
4148,4409226," April 17, 2021",14:00:00,BRONX,10460,40.845985,-73.884476,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,SOUTHERN BOULEVARD,0,Saturday,April
4149,4408018," April 17, 2021",21:00:00,QUEENS,11101,40.74525,-73.95575,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,47 ROAD,0,Saturday,April
4150,4408248," April 18, 2021",12:00:00,BROOKLYN,11232,40.652954,-74.00215,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,5 AVENUE,1,Sunday,April
4151,4408851," April 19, 2021",0:00:00,MANHATTAN,10030,40.817898,-73.938095,1,0,0,0,1,0,0,0,Unspecified,Unspecified,e-bike,Station Wagon/Sport Utility Vehicle,WEST 141 STREET,0,Monday,April
4152,4408733," April 19, 2021",0:00:00,MANHATTAN,10007,40.712063,-74.01016,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,CHURCH STREET,1,Monday,April
4153,4408556," April 19, 2021",0:00:00,MANHATTAN,10029,40.799984,-73.944855,1,0,0,0,1,0,0,0,Other Vehicular,Alcohol Involvement,sedan,Bike,EAST 116 STREET,0,Monday,April
4154,4409203," April 19, 2021",9:00:00,BRONX,10457,40.853172,-73.88964,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,ARTHUR AVENUE,0,Monday,April
4155,4410216," April 19, 2021",12:00:00,BROOKLYN,11206,40.69529,-73.94339,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,VERNON AVENUE,0,Monday,April
4156,4408753," April 19, 2021",13:00:00,QUEENS,11373,40.739395,-73.87792,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,e-bike,Sedan,BROADWAY,0,Monday,April
4157,4409278," April 19, 2021",14:00:00,MANHATTAN,10033,40.850166,-73.93576,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,BROADWAY,0,Monday,April
4158,4408675," April 19, 2021",17:00:00,BROOKLYN,11221,40.69666,-73.93109,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,sedan,Bike,BUSHWICK AVENUE,0,Monday,April
4159,4408734," April 19, 2021",18:00:00,MANHATTAN,10014,40.72766,-74.00316,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,E-Scooter,AVENUE OF THE AMERICAS,1,Monday,April
4160,4408684," April 19, 2021",19:00:00,BROOKLYN,11206,40.696983,-73.935234,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,sedan,Bike,MYRTLE AVENUE,0,Monday,April
4161,4409899," April 19, 2021",23:00:00,MANHATTAN,10017,40.753242,-73.96662,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,E-Bike,1 AVENUE,0,Monday,April
4162,4409028," April 20, 2021",8:00:00,BROOKLYN,11220,40.642548,-74.016655,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,E-Bike,4 AVENUE,1,Tuesday,April
4163,4410719," April 20, 2021",10:00:00,BROOKLYN,11222,40.733738,-73.95485,1,0,0,0,1,0,0,0,View Obstructed/Limited,Traffic Control Disregarded,sedan,E-Bike,GREEN STREET,0,Tuesday,April
4164,4409191," April 20, 2021",11:00:00,BROOKLYN,11211,40.706673,-73.95443,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Pedicab,HARRISON AVENUE,0,Tuesday,April
4165,4409085," April 20, 2021",12:00:00,MANHATTAN,10016,40.74445,-73.97304,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,station wagon/sport utility vehicle,Bike,EAST 35 STREET,0,Tuesday,April
4166,4409287," April 20, 2021",13:00:00,MANHATTAN,10024,40.782463,-73.97883,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,taxi,Bike,WEST 78 STREET,1,Tuesday,April
4167,4409075," April 20, 2021",18:00:00,MANHATTAN,10016,40.748436,-73.984566,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Box Truck,5 AVENUE,1,Tuesday,April
4168,4409011," April 20, 2021",19:00:00,MANHATTAN,10282,40.71523,-74.01334,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,WEST STREET,1,Tuesday,April
4169,4409282," April 20, 2021",22:00:00,QUEENS,11369,40.762524,-73.865555,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,GILLMORE STREET,0,Tuesday,April
4170,4411876," April 21, 2021",0:00:00,MANHATTAN,10029,40.790623,-73.942444,1,0,0,0,1,0,0,0,Unsafe Speed,Driver Inattention/Distraction,motorcycle,E-Bike,EAST 106 STREET,0,Wednesday,April
4171,4409509," April 21, 2021",6:00:00,QUEENS,11101,40.756474,-73.94727,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,Pick-up Truck,VERNON BOULEVARD,0,Wednesday,April
4172,4409394," April 21, 2021",14:00:00,MANHATTAN,10128,40.78257,-73.94522,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,1 AVENUE,0,Wednesday,April
4173,4409309," April 21, 2021",16:00:00,MANHATTAN,10024,40.784355,-73.98117,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WEST END AVENUE,1,Wednesday,April
4174,4409336," April 21, 2021",16:00:00,BROOKLYN,11236,40.635506,-73.913284,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,EAST 80 STREET,1,Wednesday,April
4175,4409304," April 21, 2021",17:00:00,QUEENS,11379,40.712646,-73.89936,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,METROPOLITAN AVENUE,0,Wednesday,April
4176,4410287," April 21, 2021",20:00:00,MANHATTAN,10010,40.73817,-73.97761,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,EAST 25 STREET,1,Wednesday,April
4177,4409992," April 21, 2021",23:00:00,BROOKLYN,11236,40.650402,-73.89422,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,GLENWOOD ROAD,0,Wednesday,April
4178,4410707," April 22, 2021",11:00:00,MANHATTAN,10017,40.753624,-73.96944,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,2 AVENUE,0,Thursday,April
4179,4410363," April 22, 2021",15:00:00,BROOKLYN,11216,40.681446,-73.94644,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,MARCY AVENUE,1,Thursday,April
4180,4409608," April 22, 2021",15:00:00,BROOKLYN,11227,40.68286,-73.97278,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,taxi,Bike,SOUTH OXFORD STREET,0,Thursday,April
4181,4410046," April 22, 2021",18:00:00,MANHATTAN,10001,40.747894,-73.989174,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,bike,Bike,AVENUE OF THE AMERICAS,1,Thursday,April
4182,4409759," April 22, 2021",19:00:00,QUEENS,11375,40.71382,-73.85676,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,68 AVENUE,0,Thursday,April
4183,4409716," April 22, 2021",19:00:00,MANHATTAN,10021,40.767532,-73.953255,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,taxi,E-Bike,YORK AVENUE,0,Thursday,April
4184,4411737," April 22, 2021",19:00:00,QUEENS,11368,40.743664,-73.856064,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,CORONA AVENUE,0,Thursday,April
4185,4410963," April 22, 2021",20:00:00,BROOKLYN,11220,40.634163,-74.00736,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,9 AVENUE,0,Thursday,April
4186,4410878," April 23, 2021",0:00:00,MANHATTAN,10002,40.723648,-73.99103,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,box truck,Bike,EAST HOUSTON STREET,1,Friday,April
4187,4412427," April 23, 2021",11:00:00,MANHATTAN,10036,40.7591,-73.99215,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,taxi,Bike,WEST 43 STREET,1,Friday,April
4188,4409840," April 23, 2021",11:00:00,BROOKLYN,11232,40.66401,-73.99771,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Bike,3 AVENUE,1,Friday,April
4189,4411328," April 23, 2021",12:00:00,BROOKLYN,11218,40.64295,-73.977325,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,BEVERLEY ROAD,1,Friday,April
4190,4409826," April 23, 2021",12:00:00,MANHATTAN,10002,40.721985,-73.98552,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,E-Bike,EAST HOUSTON STREET,1,Friday,April
4191,4410501," April 23, 2021",14:00:00,MANHATTAN,10021,40.771065,-73.95965,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,3 AVENUE,0,Friday,April
4192,4411103," April 23, 2021",16:00:00,QUEENS,11436,40.670326,-73.79244,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,130 AVENUE,0,Friday,April
4193,4410622," April 23, 2021",17:00:00,MANHATTAN,10027,40.808292,-73.94883,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,WEST 124 STREET,0,Friday,April
4194,4412371," April 23, 2021",17:00:00,BROOKLYN,11204,40.62318,-73.98611,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,E-Bike,18 AVENUE,1,Friday,April
4195,4412763," April 23, 2021",17:00:00,MANHATTAN,10019,40.720627,-74.00522,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Bike,AVENUE OF THE AMERICAS,0,Friday,April
4196,4411756," April 23, 2021",19:00:00,BROOKLYN,11222,40.71901,-73.95019,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,LORIMER STREET,0,Friday,April
4197,4409880," April 23, 2021",22:00:00,BROOKLYN,11227,40.691227,-73.98214,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,E-Bike,FLATBUSH AVENUE EXTENSION,1,Friday,April
4198,4410007," April 24, 2021",8:00:00,QUEENS,11356,40.791527,-73.84176,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,126 STREET,0,Saturday,April
4199,4411682," April 24, 2021",11:00:00,BROOKLYN,11221,40.689426,-73.94223,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,bike,Sedan,GREENE AVENUE,0,Saturday,April
4200,4410010," April 24, 2021",12:00:00,QUEENS,11357,40.796215,-73.822975,1,0,0,0,1,0,0,0,Turning Improperly,Following Too Closely,bike,Station Wagon/Sport Utility Vehicle,3 AVENUE,0,Saturday,April
4201,4410753," April 24, 2021",12:00:00,BROOKLYN,11226,40.64663,-73.95566,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BEDFORD AVENUE,1,Saturday,April
4202,4411246," April 24, 2021",15:00:00,MANHATTAN,10036,40.758587,-73.98509,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,7 AVENUE,1,Saturday,April
4203,4411437," April 24, 2021",19:00:00,MANHATTAN,10018,40.756527,-73.994026,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,9 AVENUE,1,Saturday,April
4204,4412423," April 24, 2021",20:00:00,BROOKLYN,11221,40.688698,-73.942085,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,THROOP AVENUE,0,Saturday,April
4205,4411774," April 24, 2021",22:00:00,MANHATTAN,10023,40.77178,-73.9792,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,sedan,Bike,WEST 65 STREET,1,Saturday,April
4206,4410471," April 24, 2021",23:00:00,BROOKLYN,11219,40.63837,-73.997665,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,49 STREET,1,Saturday,April
4207,4410040," April 24, 2021",23:00:00,MANHATTAN,10017,40.752377,-73.97035,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 46 STREET,0,Saturday,April
4208,4410415," April 25, 2021",0:00:00,BROOKLYN,11220,40.62958,-74.01212,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,68 STREET,1,Sunday,April
4209,4410269," April 25, 2021",0:00:00,BROOKLYN,11236,40.6481,-73.91474,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,DITMAS AVENUE,0,Sunday,April
4210,4412154," April 25, 2021",1:00:00,MANHATTAN,10009,40.7276,-73.98531,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,SAINT MARKS PLACE,1,Sunday,April
4211,4410890," April 25, 2021",1:00:00,BROOKLYN,11237,40.702362,-73.91291,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,SAINT NICHOLAS AVENUE,0,Sunday,April
4212,4410767," April 25, 2021",1:00:00,MANHATTAN,10011,40.737865,-74.00019,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,WEST 13 STREET,1,Sunday,April
4213,4410907," April 25, 2021",6:00:00,QUEENS,11106,40.763573,-73.92189,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,31 AVENUE,0,Sunday,April
4214,4410587," April 25, 2021",14:00:00,BROOKLYN,11220,40.640762,-74.00767,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-bike,Station Wagon/Sport Utility Vehicle,7 AVENUE,0,Sunday,April
4215,4410684," April 25, 2021",19:00:00,BROOKLYN,11204,40.618633,-73.98009,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,59 STREET,1,Sunday,April
4216,4410681," April 25, 2021",21:00:00,BROOKLYN,11223,40.60905,-73.9709,2,0,0,0,1,0,1,0,Unspecified,Unspecified,sedan,Bike,AVENUE P,1,Sunday,April
4217,4410824," April 26, 2021",1:00:00,MANHATTAN,10031,40.824562,-73.948105,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-bike,Sedan,WEST 144 STREET,0,Monday,April
4218,4411310," April 26, 2021",2:00:00,BROOKLYN,11234,40.630905,-73.920425,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,AVENUE I,0,Monday,April
4219,4425499," April 26, 2021",12:00:00,MANHATTAN,10034,40.76889,-73.9821,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,WEST 60 STREET,1,Monday,April
4220,4412529," April 26, 2021",13:00:00,BROOKLYN,11213,40.668495,-73.925606,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BUFFALO AVENUE,0,Monday,April
4221,4411025," April 26, 2021",13:00:00,BROOKLYN,11219,40.62349,-74.000534,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,14 AVENUE,1,Monday,April
4222,4410919," April 26, 2021",13:00:00,STATEN ISLAND,10308,40.559677,-74.14443,1,0,0,0,1,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,station wagon/sport utility vehicle,Bike,CHERRYWOOD COURT,0,Monday,April
4223,4410887," April 26, 2021",16:00:00,BRONX,10460,40.835716,-73.89205,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,station wagon/sport utility vehicle,Bike,BOSTON ROAD,0,Monday,April
4224,4412028," April 26, 2021",17:00:00,QUEENS,11378,40.712856,-73.9049,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,METROPOLITAN AVENUE,0,Monday,April
4225,4411161," April 27, 2021",7:00:00,BROOKLYN,11215,40.665565,-73.98932,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,5 AVENUE,1,Tuesday,April
4226,4411048," April 27, 2021",10:00:00,BROOKLYN,11205,40.6931,-73.95489,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,WILLOUGHBY AVENUE,0,Tuesday,April
4227,4412339," April 27, 2021",12:00:00,STATEN ISLAND,10301,40.635933,-74.07585,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,BAY STREET,1,Tuesday,April
4228,4412319," April 27, 2021",16:00:00,BROOKLYN,11230,40.622894,-73.96002,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bus,Bike,EAST 16 STREET,1,Tuesday,April
4229,4411288," April 27, 2021",17:00:00,MANHATTAN,10035,40.804382,-73.93954,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,Station Wagon/Sport Utility Vehicle,EAST 124 STREET,0,Tuesday,April
4230,4411630," April 27, 2021",21:00:00,BROOKLYN,11236,40.648067,-73.89784,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,EAST 103 STREET,0,Tuesday,April
4231,4411205," April 27, 2021",22:00:00,BRONX,10452,40.84518,-73.91417,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,JEROME AVENUE,0,Tuesday,April
4232,4412121," April 28, 2021",0:00:00,BRONX,10455,40.818146,-73.89929,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,LONGWOOD AVENUE,0,Wednesday,April
4233,4411553," April 28, 2021",2:00:00,BRONX,10454,40.811108,-73.92734,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,3 AVENUE,0,Wednesday,April
4234,4411386," April 28, 2021",6:00:00,BROOKLYN,11207,40.656116,-73.89666,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,DE WITT AVENUE,0,Wednesday,April
4235,4411533," April 28, 2021",7:00:00,BROOKLYN,11211,40.71148,-73.9456,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,GRAND STREET,0,Wednesday,April
4236,4411441," April 28, 2021",9:00:00,QUEENS,11377,40.750416,-73.897736,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,35 AVENUE,0,Wednesday,April
4237,4411438," April 28, 2021",11:00:00,BROOKLYN,11204,40.615772,-73.98308,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,64 STREET,1,Wednesday,April
4238,4411791," April 28, 2021",11:00:00,BROOKLYN,11201,40.692024,-73.9818,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,FLEET PLACE,1,Wednesday,April
4239,4411443," April 28, 2021",13:00:00,BROOKLYN,11220,40.643425,-74.01207,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,E-Bike,5 AVENUE,1,Wednesday,April
4240,4411440," April 28, 2021",14:00:00,QUEENS,11377,40.74447,-73.911514,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,sedan,Bike,53 STREET,0,Wednesday,April
